task_ct,num_trials,clone_ct,str_len,str_type,time_sec
1000000,5,2048,128,OwnedString,7.6174468666
1000000,5,2048,128,ArcStr,2.9894334666
1000000,5,2048,64,OwnedString,6.1582879166
1000000,5,2048,64,ArcStr,4.726812300000001
1000000,5,2048,32,OwnedString,6.6504177
1000000,5,2048,32,ArcStr,8.6725495168
1000000,5,2048,16,OwnedString,4.9516269834
1000000,5,2048,16,ArcStr,11.7868400084
1000000,5,2048,8,OwnedString,5.763799625
1000000,5,2048,8,ArcStr,13.341155333200001
